City,Community,Pincode,Impact_2024-04,Impact_2024-05,Impact_2024-06,Impact_2024-07,Impact_2024-08,Impact_2024-09,Impact_2024-10,Impact_2024-11,Impact_2024-12,Impact_2025-01,Impact_2025-02,Impact_2025-03,Tonnage_2024-04,Tonnage_2024-05,Tonnage_2024-06,Tonnage_2024-07,Tonnage_2024-08,Tonnage_2024-09,Tonnage_2024-10,Tonnage_2024-11,Tonnage_2024-12,Tonnage_2025-01,Tonnage_2025-02,Tonnage_2025-03,CO2_Kgs_Averted_2024-04,CO2_Kgs_Averted_2024-05,CO2_Kgs_Averted_2024-06,CO2_Kgs_Averted_2024-07,CO2_Kgs_Averted_2024-08,CO2_Kgs_Averted_2024-09,CO2_Kgs_Averted_2024-10,CO2_Kgs_Averted_2024-11,CO2_Kgs_Averted_2024-12,CO2_Kgs_Averted_2025-01,CO2_Kgs_Averted_2025-02,CO2_Kgs_Averted_2025-03,Households_Participating_2024-04,Households_Participating_2024-05,Households_Participating_2024-06,Households_Participating_2024-07,Households_Participating_2024-08,Households_Participating_2024-09,Households_Participating_2024-10,Households_Participating_2024-11,Households_Participating_2024-12,Households_Participating_2025-01,Households_Participating_2025-02,Households_Participating_2025-03,Segregation_Compliance_Pct_2024-04,Segregation_Compliance_Pct_2024-05,Segregation_Compliance_Pct_2024-06,Segregation_Compliance_Pct_2024-07,Segregation_Compliance_Pct_2024-08,Segregation_Compliance_Pct_2024-09,Segregation_Compliance_Pct_2024-10,Segregation_Compliance_Pct_2024-11,Segregation_Compliance_Pct_2024-12,Segregation_Compliance_Pct_2025-01,Segregation_Compliance_Pct_2025-02,Segregation_Compliance_Pct_2025-03
Hyderabad,C0207,500050,1458,8511,9973,2964,1898,7384,2446,1134,3214,2714,8174,5418,20.96061525,47.14363681,31.11876014,27.49743291,54.73441244,37.76150317,56.84762525,92.46375393,71.36007633,36.99343532,40.74930369,42.58229231,816.9240941,1896.034033,3157.156455,3747.640231,4078.298268,970.9534162,3703.557302,3000.334475,3554.104431,3494.531558,1099.974562,4884.513368,498,197,197,241,390,25,431,485,310,109,286,59,51.27803011,99.38645874,53.68596979,73.71210244,93.95913512,71.89288525,72.75871597,72.01495769,88.52635921,77.6383173,62.84624075,94.48017757
Hyderabad,C0208,500034,4883,7016,5558,4833,1322,5332,3066,6504,5667,7035,1944,6709,58.6202198,52.05964397,19.39954654,95.73313632,75.46370353,36.62340599,67.35073757,40.99986334,85.64877696,94.19692723,92.68337431,69.85039661,3507.127426,3437.029858,2835.837212,1657.483361,4077.167588,1625.946177,3579.210963,1123.292377,4871.515719,2244.747326,3518.544899,4637.094051,247,125,326,298,54,285,328,269,175,454,408,59,64.89186246,59.9054123,54.05414922,61.19021606,55.57718755,67.0768848,56.66940178,77.50762436,96.34157942,55.40845616,69.38982954,64.87524327
Hyderabad,C0209,500049,9988,8790,4354,3709,3983,9752,2067,4514,2335,9978,4155,8258,45.51568497,92.1548819,74.01392204,49.07717456,60.98846062,57.48717957,47.05773158,94.722591,54.40653644,99.57598587,65.23357738,94.55669383,2765.927687,4456.069869,4859.304084,2724.980465,2672.371451,1177.787268,4088.233364,572.5026229,1757.324677,4772.730153,2891.048456,890.0818145,337,104,456,116,324,104,239,171,450,280,41,294,75.08895562,88.94747957,73.29451031,70.88906677,63.47519087,53.87185994,58.61436898,82.22480236,55.17946239,63.64068729,66.05365221,58.40413282
Hyderabad,C0210,502032,5114,1664,4007,4728,4858,2790,6774,9531,4950,1890,6236,5792,62.37509063,90.06265168,47.50401787,73.98502298,85.56329974,91.1567293,24.84725539,71.25516552,92.246029,47.03672508,26.4388681,49.61017194,2917.910622,2238.705572,3844.722892,2500.133399,4585.376753,1662.509745,3641.05397,3249.666393,4293.804797,2311.470324,992.9073,4551.551941,445,449,170,26,232,314,156,471,228,463,58,296,98.83088028,86.73687424,67.921032,94.20673364,56.8467413,72.2435886,55.28419427,87.04950569,60.1968195,79.62766488,71.28876931,69.7874062
Hyderabad,C0211,500081,5164,5885,1615,5993,6173,6039,4949,9029,2829,1622,7271,7750,35.84910953,89.32251746,53.48526393,69.08919716,29.23956277,20.02404303,62.49176539,41.78228412,28.37244405,60.15365196,42.68075169,47.57639659,2463.952526,1738.491278,710.7477607,923.4623645,3325.289831,2135.601081,1490.332514,3796.759828,3812.451562,3784.671338,891.1817585,4123.479555,74,206,50,365,282,472,65,187,368,277,454,232,74.56715522,73.0390174,65.2615589,79.23719433,68.54741497,64.27565751,67.53985683,70.58201849,93.69159136,68.75351035,97.92538363,53.2793673
Hyderabad,C0212,500058,6069,3308,1774,9040,8077,8750,7885,3965,8926,9658,9538,3702,98.62978796,84.5643382,88.73221411,38.59988402,63.30597678,60.72214522,13.29254422,13.50060389,13.6209103,89.77492238,80.28019468,66.60927037,1504.05358,2489.643237,3541.175575,2999.568184,4980.681719,3387.665,1774.870991,2806.991362,891.8229606,659.3801913,2348.962059,3129.665275,164,103,482,75,68,374,64,462,308,181,356,290,74.18769907,93.32574942,60.08888859,75.95433903,72.77188501,97.54323031,87.94499431,88.16022524,94.25921289,85.6938371,95.09434011,95.54862639
Hyderabad,C0213,500058,7848,7799,7312,9760,6008,3791,1292,4342,6355,3417,5987,5571,78.01728842,73.2757823,89.4723408,57.63034402,43.68309778,98.90648229,23.32227326,76.73092265,65.93590196,59.9764943,24.55632331,68.41543609,2021.070285,1466.07556,2936.214356,4129.900962,4229.572251,2748.803323,3284.644733,4940.706911,2028.243571,2028.964308,789.6858541,3812.575485,313,411,286,48,75,378,119,237,167,11,137,202,88.88764187,65.27727807,94.54535796,53.74500446,96.861997,72.17702639,52.80156563,86.54082243,83.4846354,85.36740006,66.82069332,97.89568503
Hyderabad,C0214,500087,1670,7491,9095,4257,6227,3184,9551,1614,3251,7958,4221,6949,92.60319989,84.79695705,94.13303174,95.22384377,57.65271137,23.40105867,95.07803362,65.98858975,28.69459148,58.5659326,23.37629517,54.49777843,1312.994191,3275.561248,1489.903422,3394.495676,515.4104233,1460.664152,815.6839041,3380.725971,4025.767451,1692.58338,2623.458737,2483.622155,195,41,441,189,222,465,59,336,143,497,278,310,59.91465349,87.50783031,56.19023103,56.7405595,96.51281862,92.10128813,87.87124737,63.24801998,74.95590834,80.22814661,84.37592297,93.25339671
Hyderabad,C0215,500010,9444,9136,6525,2082,9830,2065,9382,3538,8742,1828,8885,6207,83.43535344,47.80724463,27.22327654,73.22191458,73.33593678,15.71131873,46.52430853,28.74348051,81.34988373,32.14971004,62.40937822,19.85365223,1445.455361,4322.158827,1611.480383,2542.348852,1996.590755,1696.099334,3528.707004,1750.743517,3916.612757,1477.961122,3641.980219,4697.84212,486,158,42,359,408,132,432,273,113,222,212,493,69.34529473,86.70683231,96.41600986,81.03558999,89.69431297,66.62200056,89.14881631,69.83297932,92.708107,77.15570947,93.33809946,80.69645442
Hyderabad,C0216,500019,6546,1287,8788,2132,1967,3498,8309,7513,4610,4952,8063,7827,10.42095366,57.19806254,90.94372468,87.29074002,39.4296829,10.06614449,15.75099447,15.08712395,27.66787755,18.95635882,39.43474899,26.99231708,4293.096392,2546.856096,4831.801703,1007.026391,1119.793014,3212.642642,4205.609664,633.1311802,1224.88178,2859.792956,1186.92863,2742.199096,74,491,34,101,417,321,395,313,68,141,260,207,99.0904305,97.78674723,65.21856447,67.6995283,55.5971931,79.42293498,81.05635993,68.9978069,66.76417499,91.82748396,77.31552435,63.52177295
Hyderabad,C0217,500084,9684,1701,9217,3380,8113,3496,6482,5115,6099,3708,2337,3741,45.62530389,95.96010737,15.37920139,52.26806384,32.17174341,86.25467492,15.95218885,98.89420011,69.46176687,93.53991918,67.35310998,39.64929322,2373.943197,4380.245512,4506.233549,2750.310544,2647.311017,3111.797689,3727.987972,616.2589537,2794.795919,2073.369509,4416.843496,4551.173193,391,196,96,134,206,39,52,443,468,399,393,258,52.60642663,51.81860301,67.76616064,75.51187905,88.74878963,88.18892961,73.91293588,99.55235228,69.02958917,64.46930907,96.84791058,88.60524076
Hyderabad,C0218,500050,7785,7345,1406,9149,2122,7246,8202,8624,9485,6602,3505,3423,35.56958302,16.33241073,98.95035778,82.47940599,85.62272358,63.18755276,68.13989408,29.08411445,85.93602461,81.1646988,16.9567585,57.07297581,2146.352829,2620.693596,3079.119478,903.3911281,954.0180361,1224.736701,1286.828217,1260.118228,597.0075415,2193.015217,632.432267,4188.297363,82,264,488,448,56,104,58,101,463,458,124,366,79.05851172,80.3844424,70.67383939,91.06772066,56.0331531,67.9678579,57.66443928,58.8208818,91.81037657,53.27464125,56.54601057,67.9175766
Hyderabad,C0219,500018,7771,9054,9132,3297,4595,7385,4919,6065,5202,4864,9156,2634,11.70990026,33.64861422,65.92405718,66.87290113,79.87459523,97.14028552,63.07592424,49.51020304,52.36261971,86.17310311,87.08538459,88.01302104,972.2460719,552.2573646,4570.646121,1339.368781,3904.457604,4454.978855,2552.357491,2526.888539,2368.378148,4895.235013,1284.381447,2327.046917,208,338,181,322,32,437,111,263,305,436,212,329,61.70977302,56.84882566,97.63212149,76.3486901,72.34982005,80.54147054,78.99889832,76.09793727,71.96297129,58.8557503,63.08001603,67.14099072
Hyderabad,C0220,502032,3412,4972,6727,3564,8277,2922,4023,9622,2159,1454,3332,5001,59.55645052,52.30989062,54.39282336,44.66452488,22.94917714,17.92139728,97.67999803,60.40382061,93.95989645,63.52664282,27.95798874,98.19074683,4964.686572,3830.393325,749.2212534,2096.175465,654.0462731,4424.686189,1835.772813,1395.443903,3271.796873,4327.345626,1829.597684,4240.284638,311,316,413,200,218,285,233,232,281,138,337,175,53.86559984,83.93315059,53.82794225,93.79722586,95.9496992,68.45227735,82.97762505,99.71691783,94.67057747,74.50912584,99.07511908,85.63407914
Hyderabad,C0221,500067,4252,3777,8964,6865,1265,6093,9413,8776,1883,3929,7693,4409,20.9457828,32.05240198,10.37306662,11.78023132,24.03586182,38.13544283,47.0859736,89.82675808,36.25438887,99.96842668,83.84422643,57.25427534,2472.520253,4301.799599,1361.863149,4764.586596,3861.143733,3835.869817,3882.958954,2550.851617,4970.926571,1509.124463,2337.711139,894.7127985,420,442,69,233,100,311,81,442,400,61,363,359,76.68676973,51.99777012,75.47639931,70.9060464,73.08829966,75.72255112,69.83911881,77.06960207,81.27972096,87.73022819,59.32725949,57.96965855
Hyderabad,C0222,500018,2290,7980,7113,5721,6667,2273,7970,3961,9346,1397,2131,8616,83.6129036,34.30367051,13.67675793,43.57119185,86.00829244,42.22036345,19.64997606,14.42472257,62.28708114,70.38469232,95.59978632,19.40254177,2594.551443,4882.902613,1980.415526,699.0855189,3440.254212,3372.939784,542.9035717,2872.682629,3196.537463,4118.994322,2593.987577,2011.38308,209,407,205,185,157,218,192,397,92,256,142,135,93.99519795,80.62488387,55.62468548,54.14692329,99.97918919,53.79958331,50.81506813,88.96806725,99.51402269,54.08097831,51.7792834,54.99454999
Hyderabad,C0223,500019,4840,2306,3184,6646,4313,5995,2414,8056,5039,6408,8381,5504,23.82968825,47.77194817,25.69243889,26.92762905,91.57708432,30.35289299,79.72983203,60.9640452,39.28295083,38.30687055,89.43932667,11.59852962,1675.128093,4282.866509,1981.62513,2087.018696,1494.562615,2958.695909,4903.905835,2159.439423,2396.660867,2064.988401,1863.235288,1556.868106,102,342,101,217,85,131,80,368,297,425,470,194,60.34827483,86.55780766,81.07085179,95.52937786,76.76413778,57.96070657,71.40149593,57.39581475,61.75744808,64.28864537,61.8153909,83.18669512
Hyderabad,C0224,500072,2151,3174,5290,5938,7974,8315,8955,4808,2034,4660,3608,5864,36.43386255,19.38963858,68.55102533,53.24771268,33.16286016,46.9158689,70.10532296,26.98494163,33.89660462,87.91640517,44.52115708,56.36678564,1770.910135,3726.290814,4413.291513,814.4877765,4575.962514,4476.897054,4267.883652,754.4273732,1310.843728,2503.84284,1911.337677,3948.944849,35,95,92,318,306,170,372,450,422,251,372,111,56.76645876,84.46904544,64.74653383,91.27052801,83.14422607,87.17811439,57.81148143,67.95530534,84.86208634,54.60086246,65.61274568,87.10090736
Hyderabad,C0225,502032,8805,9114,4764,3065,9623,3356,7794,1072,8383,6681,7016,1649,72.19834468,15.97240508,27.93694352,13.19411911,80.81487949,85.29607854,61.92213894,81.92915039,48.80062141,45.29081648,68.37192291,25.1428217,1162.615223,3240.408473,4866.681754,3925.340864,4043.820254,1110.782444,2759.0339,1911.383368,2960.571913,1389.143964,615.590046,1022.74916,372,239,450,364,175,36,123,441,494,385,230,372,50.0215973,55.2530014,70.14907108,99.95891855,84.61111074,71.42038388,82.75761137,67.73626739,52.33343136,90.55746258,98.0990379,89.29936888
Hyderabad,C0226,500049,7159,8219,6417,4745,7389,6062,5624,9138,6114,2768,5879,8322,21.19370644,55.72228883,18.61514069,71.5239515,80.09439492,13.14626465,12.3852621,41.4689469,28.60054127,94.44774075,80.62516893,96.17519872,744.240193,764.5315221,2141.238933,2872.366335,1510.120179,3292.442081,826.6976508,1708.791192,4573.307858,3997.867745,2390.587857,696.1635497,423,388,285,89,438,179,63,470,281,138,342,157,76.52012673,54.91546767,63.68193096,67.68112462,86.92435511,58.73892684,79.64204328,80.18922087,56.23875891,52.62210175,81.73554151,81.23455911
Hyderabad,C0227,500077,1591,5229,5950,8232,6216,6345,6524,5612,1200,6411,4124,8070,78.63172518,89.91622063,73.97695241,43.42373853,59.11398892,99.0175801,37.48717631,25.24904322,86.42321567,41.50824547,72.42841784,86.3342026,2520.520772,1437.068864,1840.480434,2221.939,1591.716519,3343.967105,906.2505865,3302.427605,1544.344839,1715.766637,4486.503264,4469.854595,263,337,384,295,430,260,40,206,314,223,313,448,90.34015483,83.98522506,76.66927451,80.65413252,66.79835808,50.00869735,87.44375464,81.79379377,53.64758513,82.41337699,95.11750722,86.97368701
Hyderabad,C0228,500052,8176,7799,9016,4127,6099,5570,1260,3277,6858,7560,4955,3033,98.78023166,44.83376828,40.13530318,35.8929497,13.18286446,43.54275725,28.68014297,75.7559867,83.93844831,18.88374232,78.61275002,97.31558283,1530.778618,3469.506854,950.4726142,4634.061926,1887.626722,2238.520319,2765.128276,3772.080859,823.1564765,3867.302792,2592.653116,2492.120018,305,417,253,218,362,443,325,56,462,93,448,198,90.29526092,59.97357281,99.45875981,87.7754568,60.9429525,54.35737751,94.12246013,56.9131817,73.04898162,71.50844797,98.10059196,81.05504805
Hyderabad,C0229,500094,8128,8657,5281,4951,1314,1593,5112,7407,4551,3595,2129,5157,95.12370102,77.99185415,29.8510866,74.02050233,82.08945906,65.67870041,75.55851986,83.84977166,60.58112507,19.5053207,56.44916523,20.12854282,4941.708411,2178.964745,3144.092198,1066.64285,3310.06057,2286.717487,1812.616434,1730.798477,976.4769204,2315.622336,3571.962425,1522.27953,140,332,463,237,246,359,466,158,406,202,31,176,85.33472578,52.15789719,84.27936796,97.99443082,67.81161915,51.70365719,65.6450682,70.83696294,67.79533111,72.31570703,91.78566385,51.44090543
Hyderabad,C0230,500079,8907,1909,5932,1457,4727,1043,7827,2549,7619,1270,1704,6160,20.39290735,27.37980841,34.4372721,27.48790493,41.98272034,89.43086909,38.83243734,62.24483425,53.79721255,92.96922317,84.11365667,48.08728829,4152.519384,1096.002446,3329.646001,2824.890561,1570.468745,1585.850898,1188.895819,2988.929574,2937.372425,3545.054718,2856.764033,4439.04593,129,195,113,369,428,211,56,111,305,90,288,184,53.78573148,60.00742851,75.21128034,94.33593077,81.96566305,94.66180585,98.93071217,92.76137956,91.06823733,83.72016736,56.93145457,93.85557394
Hyderabad,C0231,500072,2546,7790,3080,6605,3448,7887,7069,8409,4463,5834,5929,5436,78.55643997,93.7503437,68.382566,72.18356963,43.90783511,52.39632218,44.75803281,12.12029041,82.20020279,48.580087,25.77923477,83.16621551,4408.707749,1097.702158,2873.981186,2341.1056,534.1187534,1978.947903,3568.500802,2304.770995,3687.479018,762.9805119,3532.619449,1469.111178,38,395,378,489,119,403,264,171,327,283,395,476,59.80479055,59.30788543,63.49696709,77.88527647,98.7209355,78.68458225,92.64248167,96.38178294,52.86069486,67.8125758,54.36258814,88.01379819
Hyderabad,C0232,500032,8411,4561,4349,5685,6407,1250,2060,6251,9211,2967,7044,2510,69.00970598,88.172175,67.05755015,37.11685409,74.20396059,31.84236104,66.54616681,16.38694216,75.80449854,79.28763969,56.2224729,88.47437117,4460.239223,3029.440064,3080.995259,1523.991084,4325.954031,1308.954128,2453.582165,2567.478062,529.2571614,1585.354891,887.9001308,1675.47416,399,478,418,419,239,65,383,34,258,62,243,334,90.6207668,56.39866804,77.58803732,99.42766463,54.50197809,76.11221556,76.28573691,85.85009797,91.72941961,84.2848834,95.51681519,53.63654936
Hyderabad,C0233,500075,7329,2745,6511,4865,7187,3026,3554,7082,6113,2582,6237,3527,35.0212712,23.43091916,68.54822441,13.47679971,46.01177862,21.47199516,94.52384709,21.84875113,90.2936425,12.87326314,61.18354632,97.54749256,4733.346233,2295.4469,995.6085365,4391.007119,906.3621817,2805.240571,3006.942323,1182.231362,4718.930879,3275.302643,2636.602955,1217.510248,159,318,71,75,94,440,351,196,446,261,387,127,97.21763823,81.32517334,51.45409671,86.52156142,99.24401525,88.96337959,73.41484318,90.0749265,50.35363427,90.2200907,90.91541365,98.08249859
Hyderabad,C0234,500081,2425,9119,5479,4119,4968,1218,8970,4135,3276,1525,7392,2653,66.13909038,90.95786661,75.83834597,46.13883046,92.50360109,99.90359369,55.89312361,20.73195498,58.76992216,74.8501075,18.11785798,78.96531171,646.0309237,3554.354397,1540.676559,4607.124696,3088.720427,1372.108786,1940.309441,502.9569304,3522.208892,2556.451735,2133.668076,2315.11262,205,319,56,454,39,208,468,60,89,404,102,14,55.03318468,73.14117689,69.25991837,89.54134671,76.13928139,53.90905107,96.94093873,99.01342999,87.66903408,86.61782924,98.61116807,95.10741954
Hyderabad,C0235,500068,3316,5469,8882,8060,1553,5509,4126,8497,3699,6312,8440,5680,64.08299032,63.27626609,99.81303324,23.41565237,82.93362614,60.48290899,34.5857623,36.26014666,71.15017127,89.73847523,90.06333991,67.23711493,2168.741826,1288.617931,2441.95308,4457.971725,4065.840332,3918.196396,2852.734284,2524.005273,2505.419839,3007.28077,3500.15268,1744.170796,268,116,427,86,419,472,163,22,238,164,197,161,53.29898069,50.69419222,95.39263994,73.19873158,79.33825609,75.17149992,83.12658507,78.50355639,62.37514079,78.79777376,78.607838,70.36707517
Hyderabad,C0236,500084,9159,9482,9545,7642,6169,9530,5562,2485,2115,2566,6589,8344,55.67168746,69.00313225,13.24802072,24.68224061,39.64684932,63.05421115,61.72146881,48.98073121,69.50207089,67.03340048,49.70748607,94.78767446,3763.719507,3930.657532,4278.57979,2045.670882,3991.182829,1730.507528,2332.736244,4743.403415,2179.63989,3237.227618,4635.365434,2135.312859,139,175,273,187,294,200,117,161,38,80,168,89,92.22559661,94.2405606,81.72149936,55.17201173,87.61107391,51.6700669,68.01145023,64.81211191,79.55517534,80.50355274,56.25285422,65.13687088
Hyderabad,C0237,500085,5608,8100,9281,4566,1905,3325,6763,3334,7808,2264,1731,3147,74.41222734,57.15867857,16.34936286,47.27921259,98.15069432,66.91123768,32.60350554,47.6896275,43.58347578,51.02987083,25.45815124,78.98119366,4092.255584,639.9624127,2986.644519,3468.091246,4237.774224,3997.924884,4403.602563,4410.992723,740.850788,3456.093949,692.9372596,2490.416374,155,382,68,277,195,329,499,162,288,255,113,203,85.12512445,70.84288582,88.43477781,88.73504484,61.84144186,64.97420835,98.11336478,96.74146709,62.65771317,98.6585777,92.76839859,56.76566646
Hyderabad,C0238,500094,5284,5509,1594,2690,3483,7687,4294,9058,5187,6012,4674,8686,90.03696748,25.96258386,32.95678531,77.90641701,76.81572205,52.9111585,24.93975562,34.79168515,64.71990232,92.56122293,34.32570312,11.67181252,4165.584098,4961.001979,3273.029574,765.8981282,2657.20732,2123.597338,1467.857807,2438.710217,2059.802147,3264.436835,3558.80488,4691.63125,466,415,152,296,369,496,347,91,353,488,67,448,89.20793645,65.37152088,78.49800433,86.40174539,90.14698577,97.28206372,69.7105573,63.54849942,50.53777257,87.41083917,84.73734073,90.65036931
Hyderabad,C0239,500019,4650,2307,7222,3768,6369,1890,4189,8765,9391,5356,5175,2615,67.03100404,15.35054227,57.80138886,46.61047901,20.38984314,56.58166805,62.75996743,14.82195523,60.05656557,76.71330995,27.56959739,31.94640821,1300.942952,4948.283539,840.6555021,1191.894763,4603.669373,3893.326763,4226.274876,3194.177049,1599.216821,3700.069976,2273.777743,522.4465217,78,362,68,282,411,165,15,476,235,257,241,159,77.32602478,55.9502643,69.51994549,87.45554853,75.84890034,99.23063662,81.04467654,99.95261465,65.76779297,57.24390845,83.59215233,90.45811779
Hyderabad,C0240,500008,2738,8357,3970,6105,4830,5609,1621,9564,7840,3832,9275,1258,21.72841989,44.73790921,90.54655693,51.31018159,91.13266785,40.8888131,27.71540584,42.8115259,77.38553315,76.53203463,15.67826901,58.96012333,1520.46201,873.8534955,645.1985721,1841.136382,973.4341972,3388.225959,1480.265912,3884.377393,1373.689695,3776.379464,677.8092826,2162.108939,421,467,210,174,363,41,190,367,348,406,413,197,67.10075133,70.80046816,98.85934274,99.16217448,51.17584802,98.24700895,62.99437484,88.8959746,70.92601532,82.11335937,72.83241767,63.88457803
Kolkata,C0241,700027,5651,9973,6115,1938,5038,8944,7719,2958,8220,2892,5611,8429,81.09414947,71.73485654,16.05360209,32.36105637,47.72073044,34.11320682,30.97752804,48.46928635,79.96621754,87.53504434,73.65957281,49.51016506,1675.803463,4106.332667,3379.416176,1535.420067,4396.454981,1021.813907,3346.156661,4260.419825,1921.629084,1009.628243,3030.47826,4727.658959,40,397,298,220,247,169,420,13,35,10,253,173,52.75717687,88.14226828,97.07375351,51.4907076,81.02289264,85.52778768,78.80703972,66.01183611,64.23051363,83.59634618,96.96120324,83.50011942
Kolkata,C0242,700107,7499,1080,3996,7471,8799,1753,1138,2164,3129,6677,7325,3798,63.23769913,61.34409146,75.49728392,22.55756727,31.82181077,18.66204714,98.71974926,23.69761752,31.87196864,47.25247882,18.76583045,94.32804558,3040.785745,726.3535088,2208.870313,2656.0558,4056.295751,1699.779702,1980.098048,732.9263099,600.9730748,2155.758167,4601.03635,1797.474896,97,233,109,277,212,251,483,76,250,330,172,321,72.09861058,92.784057,68.29341533,82.14407679,77.74491674,84.1129229,58.81533692,65.80961763,54.08863546,69.17346915,91.84846129,64.25606881
Kolkata,C0243,700019,1510,4668,2226,8463,1165,1392,1832,9429,3731,7025,2960,6952,68.64374208,77.39585152,89.16569746,54.22805655,70.04989077,11.57403988,50.96977631,53.70239302,54.14055713,57.3488306,71.17290775,67.68845504,1142.980338,3109.737442,1506.770358,4050.8791,1299.242823,1526.993099,1151.752108,1764.824191,2413.256488,1537.655297,2952.71725,4289.750038,230,471,210,436,191,423,436,67,306,431,207,465,99.69105408,70.64549682,54.04031298,86.28147384,97.98028485,76.39320313,75.08520579,54.47566518,69.81001748,67.88523587,71.84002658,82.42480628
Kolkata,C0244,700064,3311,7985,2035,6996,3300,1720,8493,5129,2876,9477,7328,3110,48.16049416,28.21471465,40.13118543,12.54345519,16.31884404,39.10947226,31.45947525,60.90651144,97.11907443,25.16403285,44.26891136,57.64758497,888.0977388,723.1027677,1088.798224,4317.694317,3935.398369,4524.658976,1692.153532,1160.237974,761.9205044,2792.08441,1679.150651,4527.129323,378,99,439,318,434,19,115,36,417,257,239,112,94.36915839,60.00867039,99.32325891,51.1114234,93.08913406,68.89207045,93.43586604,68.14370361,61.35296544,74.74672803,60.89932293,89.42357387
Kolkata,C0245,700107,1874,7862,8085,8187,2496,3851,8319,3617,1598,3366,5403,3184,37.98609435,87.98774041,78.4109707,57.93509754,99.58233065,37.32038256,30.64149529,32.17827693,99.01678782,49.06000475,61.58284282,48.33471157,2658.251176,729.3828372,4937.164067,1448.613667,4977.102507,2140.983006,3957.993046,2236.019065,3620.153448,3006.266301,4589.479902,3513.877976,357,53,495,44,405,342,203,74,367,423,130,480,61.24941424,52.752755,99.01573333,98.1997822,72.67733381,91.60095863,93.93402891,87.94421985,65.35611209,65.75129472,63.54083548,54.18292575
Kolkata,C0246,700053,9553,8608,3101,7220,6002,4809,7366,1169,8910,7604,7004,4226,29.50783412,38.51939361,47.4210859,62.72728019,44.30744841,71.65685653,20.63443799,93.28974462,88.48720876,76.03537169,86.02138253,12.49978515,2932.604346,1407.171078,820.4623293,2854.260093,3530.27516,1753.89111,4408.76973,3524.331853,2076.765185,3278.665096,1868.589538,3582.558846,424,21,381,330,451,277,90,277,431,13,275,340,73.68057618,85.76982688,76.07596145,53.59255264,70.21532983,73.54046199,65.89614624,54.96612956,98.2186581,85.21985276,78.4210773,51.27430144
Kolkata,C0247,700025,5924,4788,6624,8274,9772,3278,1177,6625,3166,8183,2782,8024,51.07059551,10.84220723,94.07192888,48.27318331,75.74173339,23.52330805,32.89172105,86.24748238,27.91342755,10.01678413,16.96193466,59.56862508,4989.458613,4132.703613,3660.51254,4683.673526,4864.87796,3321.671534,1603.145535,3170.645753,2207.048811,4391.146013,2384.694592,3933.272674,255,27,268,336,436,131,344,242,148,32,382,288,58.99635058,53.64413577,71.52363177,98.08303957,72.03978861,50.78132203,81.05533292,65.00561191,77.52905188,79.84974382,54.10868511,50.14859122
Kolkata,C0248,700026,4149,7897,1612,3317,9244,3501,3228,3231,7967,9132,4073,2132,17.63556811,63.21475956,50.2067565,47.24303087,13.88833629,62.05269794,74.36749523,48.95332558,64.07462824,56.55483607,14.37840399,94.74830675,4533.137176,1528.819238,4290.008306,4915.845318,4082.006319,1171.010543,3241.235958,4616.531787,1672.538359,4951.911279,3155.890492,2455.08431,202,316,202,492,87,18,218,103,496,146,356,197,87.52925126,68.15958006,59.82121409,86.41011408,58.99039012,93.19655982,53.69249366,57.03579305,87.59071905,79.60396104,67.78514526,80.94539434
Kolkata,C0249,700135,6108,2707,3719,1647,1230,8433,5112,5959,5691,5775,1039,4998,31.15384954,73.7639475,64.84493766,19.42957592,51.59984627,38.76133128,42.39091648,30.72317399,31.52336788,65.41733327,41.69984751,29.1356627,2858.674268,1555.841497,3356.767681,1739.085889,510.626954,3351.938155,4594.400162,3867.411051,4801.483448,3152.110442,3175.002849,1399.122297,195,428,326,215,89,490,345,281,134,232,77,94,81.37306863,61.93318242,80.27023217,80.46835476,71.52223423,87.58958311,81.73959084,78.95107257,88.45320224,66.54431505,75.83930494,71.20148911
Kolkata,C0250,700033,2703,5089,3603,6899,4905,5724,6422,8998,6762,5348,1430,5607,59.20235349,56.08274788,54.94264943,75.01053409,35.43736317,39.93378893,80.90904404,56.19073039,61.77868548,75.17779359,48.28959702,65.47485409,3540.942795,538.3712622,3772.737009,1625.73276,4760.951172,4492.256345,4919.411655,2309.275985,3264.872858,2413.776069,3243.156481,1580.42285,58,171,36,233,18,382,16,167,75,167,31,469,70.31034738,93.9647485,97.82888205,87.10579749,55.83635697,64.05917872,50.22877825,70.39910103,82.32080061,60.17435363,52.82239963,85.52889559
Kolkata,C0251,700015,4368,8036,1463,2278,5074,4038,3625,4580,3847,5574,3412,8651,49.19905382,25.04331777,20.59562526,15.20221037,58.93462967,67.12641846,61.03505009,42.25175661,94.15906249,91.35489869,79.20698937,10.64766454,4730.771294,4289.954109,4771.879408,2421.57449,4097.515657,506.7537345,1224.596065,4799.479598,1287.997816,4054.498733,2121.287304,4694.670385,421,460,472,90,170,364,83,110,105,436,220,147,55.17193957,75.12031315,75.32494155,54.48766015,71.11228415,65.2278327,98.63384156,73.38113049,59.61759199,88.80865521,86.1176587,58.23733254
